name,number_of_reviews,review_scores_value,cancellation_policy,host_id,host_name,host_for_x_days,host_response_time,host_response_rate,host_is_superhost,property_type,room_type,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights
Charming room in pet friendly apt,36,9,2,2572247,Andrea,3388,within an hour,100,0,Apartment,Private room,65,95,10,2,15
Spacious Sunny Bedroom Suite in Historic Home,1,10,2,6031442,Meghna,3070,within a few hours,100,0,House,Private room,75,100,50,1,1125
Perfect & Practical Boston Rental,33,9,3,4434391,Damon,3194,within an hour,100,0,Apartment,Entire home/apt,229,200,50,4,10
Quiet  Beauty in Boston,7,9,2,9658771,Anthony,2881,within a day,75,0,House,Entire home/apt,145,500,150,3,1125
Arborside Guest Cottage,16,10,2,74531248,Carl & Judy,1937,within an hour,100,0,House,Entire home/apt,120,150,50,2,6
Spacious 3 bedroom cape cod style,21,10,1,23127285,Jesús,2514,within a day,100,0,House,Entire home/apt,150,150,100,3,1125
Adorable  Apt. 20 min from Downtown,2,10,3,37177446,Nelson And Marlene,2270,within an hour,100,0,Apartment,Entire home/apt,200,200,85,2,1125
Charming 3 bedroom-15 min to Boston,24,9,3,6570877,Juliet,3036,within an hour,98,0,House,Entire home/apt,125,250,50,1,1125
Charming new house-15 min to Boston,82,9,3,6570877,Juliet,3036,within an hour,98,0,House,Entire home/apt,200,250,50,1,1125
Lovely & Gracious Victorian room,21,9,1,19223882,Rosa,2604,within a few hours,100,0,House,Private room,78,500,25,3,1125
Charming sunlit house in Boston,26,9,3,7723912,Fj,2975,within a few hours,77,0,House,Entire home/apt,145,446,56,5,1125
Cozy in Rozzie!,9,10,3,7506913,Maria Cecilia,2985,within a few hours,100,0,House,Private room,75,200,50,3,1125
1bd Boston apt - Convenient & quiet,53,10,3,16343599,Ella & Will,2662,within a few hours,90,0,Apartment,Entire home/apt,95,250,35,1,180
Quiet Sunlit Attic Studio,3,10,3,7723912,Fj,2975,within a few hours,77,0,Apartment,Entire home/apt,89,223,45,3,1125
Private House in Roslindale/Boston/Arboretum,2,6,3,68001856,Laura,1976,within an hour,100,0,House,Entire home/apt,285,500,125,3,1125
"Beautiful, Expansive Space in JP",18,8,3,19280995,Kaitlin,2603,within a few hours,73,0,House,Private room,46,200,50,2,40
Qn BR/Private Bath/Superhost/JP Ctr,17,9,3,5028116,Jason,3141,within a few hours,100,0,Apartment,Private room,120,500,80,1,1125
Lg sunny room w/private entrance,9,10,1,987917,Helder,3682,within a day,100,0,House,Private room,70,100,20,1,1125
Clean Apartment in Boston,47,9,2,12937716,Jean-Ellen,2749,within an hour,90,0,Apartment,Entire home/apt,168,200,120,3,1125
Bright room with queen sized bed,17,9,1,987917,Helder,3682,within a day,100,0,House,Private room,65,100,15,1,1125
Priv apt w/2 Beds 1 bath close to Medical/Downtown,2,9,1,30314324,Eileen,2362,within a few hours,100,0,Apartment,Entire home/apt,150,200,50,5,120
"Cozy bedroom near train, bus, parks",6,10,2,25636575,Karin,2446,within a few hours,100,0,Apartment,Private room,87,95,25,2,10
Spacious Apartment in Jamaica Plain,6,10,3,5153431,Katie And Joe,3131,within an hour,100,0,Apartment,Entire home/apt,250,250,90,4,14
Pondside Paradise with Piano,14,9,3,1922657,Catherine,3473,within a few hours,100,0,Apartment,Entire home/apt,150,500,200,2,1125
"Convenient, Sunny 3b/2bth w/Parking",3,9,1,352441,Lillie,3894,within a few hours,100,0,House,Entire home/apt,300,500,140,2,1125
"Historic Carriage House, a peaceful city oasis",148,10,2,14696258,Sarah,2702,within a few hours,100,0,Apartment,Entire home/apt,175,250,25,2,1125
"Large, sunny, cozy home w/character",24,10,3,1498417,Chad,3566,within an hour,100,0,House,Entire home/apt,195,100,95,4,1125
Boston 2 bedroom top floor condo w/balcony!,4,9,3,4191762,Jeff,3223,within a few hours,100,0,Condominium,Entire home/apt,145,400,80,2,1125
Vintage Apt With 3 Large Bedrooms,8,8,1,11487565,Josefa,2796,within an hour,100,0,Apartment,Entire home/apt,500,400,100,1,1125
Private Apartment!,66,9,2,24584716,Miriam,2475,within an hour,100,0,Apartment,Entire home/apt,130,200,45,2,1125
Sunny apartment in Boston hosts 6,39,9,2,15760345,Balint,2676,within a few hours,100,0,Apartment,Entire home/apt,190,500,80,2,1125
Luxury Apt near Restaurants&Pond&T,18,10,3,21644095,David,2551,within an hour,100,0,Apartment,Entire home/apt,399,100,120,2,1125
Designers Haven: II - whole apt!!!,13,9,2,8021,L&B (Len & Becky Or Blenky*),4595,within an hour,94,0,Apartment,Entire home/apt,350,100,50,1,270
Fully Renovated Room in JP,20,8,1,11487565,Josefa,2796,within an hour,100,0,Apartment,Private room,107,200,60,2,1125
"Quiet, Private Room with Comfy Bed",21,9,3,32071442,Sarah,2334,within a few hours,92,0,House,Private room,105,200,7,2,1125
Treetop Haven in the City,115,10,3,1035747,Maria Elena,3671,within a day,100,0,Apartment,Entire home/apt,100,100,50,3,31
Funky Alcove for 2/Superhost/JP Ctr,10,10,3,5028116,Jason,3141,within a few hours,100,0,Apartment,Shared room,100,500,50,1,1125
"Quiet, Spacious 2BD in Boston's JP!",11,10,3,35962316,Zack,2284,within a few hours,100,0,Apartment,Entire home/apt,200,200,100,2,1125
Large Sunny Apartment in JP,2,9,3,4210157,Marian,3221,within an hour,90,0,Apartment,Entire home/apt,300,300,100,4,1125
Treetop Room in Sunny Pondside Home,13,9,3,1922657,Catherine,3473,within a few hours,100,0,Apartment,Private room,125,300,50,1,1125
Treetop 2+BR Condo w/ Guest Hammock,8,10,3,1622932,Cara,3529,within a day,100,0,Condominium,Entire home/apt,114,250,80,4,1125
One Bedroom Studio Garden Apartment,8,9,3,119381,Gordon And Alexandra,4151,within an hour,100,0,Apartment,Entire home/apt,185,200,50,3,365
Family-Friendly Victorian Townhouse,1,10,3,9991368,Caitlin,2864,within a day,67,0,House,Entire home/apt,275,450,80,3,9
2 bedroom Jamaica Plain Egleston Square w/ parking,20,9,2,206353,Perry,4046,within an hour,100,0,Apartment,Entire home/apt,192,650,64,3,185
Beautiful Apartment in Boston!,99,9,2,25932315,Heriberto,2440,within an hour,100,0,Apartment,Entire home/apt,175,500,40,2,1125
TWO BEDROOM APARTMENT,23,9,2,24584716,Miriam,2475,within an hour,100,0,Apartment,Entire home/apt,168,200,50,2,1125
Jamaica Plain's Urban Oasis,127,10,3,18190121,Andrea,2619,within an hour,100,0,Apartment,Entire home/apt,114,200,45,2,30
The Roost -  Fox Room,97,10,1,6391436,Robin And Victoria,3047,within an hour,100,0,House,Private room,80,150,30,3,30
Diamond House -2- Victorian Jewel,8,10,3,3129367,Louis,3333,within an hour,100,0,Apartment,Entire home/apt,225,500,100,3,365
Spacious 5BR Condo Near Metro,20,9,3,635157,Catlin,3764,within a few hours,90,0,Condominium,Entire home/apt,383,2000,250,3,1125
Cozy Room In JP,9,9,2,51236938,Vanessa,2104,within an hour,100,0,Apartment,Private room,50,100,20,1,1125
Luxury loft w/ beautiful city view,16,9,3,29531596,Marcus,2375,within an hour,100,0,Apartment,Entire home/apt,300,100,50,1,1125
"Colorful artist home, prime location!",1,10,3,5215706,Alexis,3126,within a day,60,0,Apartment,Entire home/apt,100,300,70,1,1125
The City Cabin - 2 blocks to Subway,32,10,2,31655122,Bonnie,2340,within an hour,100,0,Apartment,Entire home/apt,130,100,20,1,1125
"Private room, Boston with breakfast",1,10,2,5965548,Colombine,3074,within a few hours,100,0,Apartment,Private room,100,500,9,1,4
Sweet penthouse in historic Boston,18,9,3,4147257,Jenn,3228,within a few hours,100,0,Condominium,Entire home/apt,125,250,60,2,1125
French Country 2bd/2bth Heart of JP,1,10,2,36278389,Jessica,2280,within a few hours,100,0,Apartment,Entire home/apt,250,500,100,1,1125
Qn BR/deck/Jacuzzi/Superhost/JP Ctr,5,10,3,5028116,Jason,3141,within a few hours,100,0,Condominium,Private room,120,500,80,1,1125
Entire Tree-Top 1BR Condo in JP on T + Parking,2,10,3,50464388,Edana,2114,within an hour,100,0,Condominium,Entire home/apt,119,300,100,7,364
Spacious & Modern in Central JP,7,10,3,1633163,Toyoko,3526,within a day,100,0,Condominium,Entire home/apt,180,500,100,3,1125
Jamaica Plain's PINK ROOM,48,10,3,18190121,Andrea,2619,within an hour,100,0,House,Private room,88,200,45,2,1125
Sunny Private Studio Aptmt,104,10,2,21299112,Helen,2560,within a day,100,0,House,Entire home/apt,135,200,30,2,1125
Private room in Jamaica Plain!,10,8,2,11487565,Josefa,2796,within an hour,100,0,Apartment,Private room,125,200,60,1,1125
"Close to universities, hospitals",10,10,2,49565531,Maria,2126,within a few hours,70,0,House,Private room,84,500,20,3,1125
Diamond House -3- Victorian Jewel,5,10,3,3129367,Louis,3333,within an hour,100,0,Apartment,Entire home/apt,225,500,100,3,365
Beautiful 3 BR with Great Location,57,9,3,4210157,Marian,3221,within an hour,90,0,House,Entire home/apt,275,300,100,3,1125
Rare! Boston house near everything,5,10,3,1414385,Woody And Pauline,3592,within a few hours,100,0,House,Entire home/apt,300,500,175,3,1125
"Fantastic Design, Spacious Boston",7,9,2,1827998,Alexis,3488,within an hour,100,0,Apartment,Entire home/apt,175,100,50,3,7
Studio & Bath On 1st Floor in JP Boston Near Train,61,9,3,20912254,Liz And Dale,2570,within an hour,100,0,Townhouse,Entire home/apt,94,200,20,1,1125
Beautiful 3 bd-2 ba  with parking.,74,9,3,9622924,Emmanuel,2884,within an hour,100,0,Apartment,Entire home/apt,168,350,69,2,250
Cozy JP Studio-Best Location!,152,9,3,965697,Chris & Kristina,3687,within an hour,100,0,Apartment,Entire home/apt,135,250,40,2,1125
Home Away from Home,28,10,1,3381271,Margaret,3308,within a few hours,100,0,House,Entire home/apt,130,300,35,2,1125
"Clean, Comfortable, Convenient and Close to the T",17,10,2,49640474,Nancy,2125,within a few hours,100,0,Condominium,Private room,65,200,15,3,1125
Private Room in convenient location,5,10,2,18589253,Will,2614,within a few hours,100,0,Apartment,Private room,55,200,30,2,1125
Clean apartment in trendy JP Boston,5,9,2,847177,Brendan,3711,within an hour,100,0,Apartment,Private room,72,95,15,1,1125
Beautiful house in Jamaica Plain,3,10,3,9155267,Derek,2907,within a few hours,100,0,House,Entire home/apt,300,500,50,4,15
"Lg. Victorian Home, 7min to T",19,9,1,987917,Helder,3682,within a day,100,0,House,Entire home/apt,480,200,75,1,1125
Unique Find: Private home in City!,49,9,3,2796082,Margaret,3364,within an hour,100,0,House,Entire home/apt,550,300,100,3,21
2 Bdrm Apt w/ tower in JP Victorian,32,10,2,1487352,Matt And Eva,3569,within an hour,100,0,Apartment,Entire home/apt,180,95,80,2,31
Fab House in Hip J.P.,8,10,2,5988470,Nikki,3073,within a day,86,0,House,Entire home/apt,325,300,90,3,1125
Full beautiful house w/ parking & deck!,41,9,2,1693497,Melissa,3513,within an hour,100,0,House,Entire home/apt,159,500,100,2,1125
"Private Floor, Private Bath, City Location",16,10,3,1956464,Maria,3469,a few days or more,0,0,House,Private room,200,100,50,2,120
1 Bedroom Jamaica Plain,9,10,2,23916912,Zach,2494,within a day,100,0,Apartment,Entire home/apt,99,200,35,2,1125
The Roost-Master Suite-The Lion,97,10,2,6391436,Robin And Victoria,3047,within an hour,100,0,House,Private room,93,100,40,3,30
Large Comfortable Home in JP,6,10,2,13271600,Carol,2739,within a day,60,0,House,Entire home/apt,500,200,100,3,1125
Gorgeous 2 bed/1 bth ideal location,8,8,2,7419610,Ariel,2989,within a few hours,100,0,Apartment,Entire home/apt,295,400,50,1,30
Lovely Single Family Colonial Home,28,10,3,4705050,Jared,3167,within a few hours,100,0,House,Entire home/apt,450,500,175,3,1125
Family-friendly townhouse in JP,5,10,3,449295,Dorothy & Seth,3835,within a few hours,100,0,House,Entire home/apt,150,100,75,1,1125
Luxury Apt off Centre St & JP Pond,12,10,3,21644095,David,2551,within an hour,100,0,Apartment,Entire home/apt,399,100,120,2,1125
Lovely 2BR+ 2BA JP Cntr/Superhost,3,9,3,5028116,Jason,3141,within a few hours,100,0,House,Entire home/apt,250,1000,100,1,1125
Cute & Comfy in JP!,4,10,3,19280995,Kaitlin,2603,within a few hours,73,0,House,Private room,56,100,30,1,1125
JP Gem near T 2BR sleeps 6! Spacious and Clean,14,9,3,72882793,Liesl &,1946,within an hour,100,0,Apartment,Entire home/apt,220,250,75,2,1125
Wonderful home Great Neighborhood mins from Boston,1,10,3,11725202,Alicia And Kostas,2788,within an hour,100,0,House,Entire home/apt,180,1500,150,21,84
Quiet 2BD+ w/ parking by Stonybrook,7,10,2,3310704,Kyle & Sefira,3315,within a few hours,100,0,Apartment,Entire home/apt,170,500,60,2,1125
Newly remodeled pet-friendly 2 bed w/ gym by park!,7,10,3,314576,Josh,3934,within an hour,100,0,House,Entire home/apt,115,350,70,1,60
Loft & Bath On Top Floor in JP Boston Near Train,44,10,3,20912254,Liz And Dale,2570,within an hour,100,0,Townhouse,Private room,86,200,20,1,1125
Super Studio-Private and Convenient,230,10,3,965697,Chris & Kristina,3687,within an hour,100,0,House,Entire home/apt,145,250,40,2,1125
Elegant Space in JP!,13,9,3,19280995,Kaitlin,2603,within a few hours,73,0,House,Private room,81,200,75,1,1125
"Bed, Bath & Beyond in Jamaica Plain",94,10,3,14303759,Susan,2711,within a few hours,100,0,Apartment,Private room,60,200,10,1,1125
Treetop Haven-Eclectic Boston Area,7,10,3,36238599,Julie,2281,within a few hours,90,0,House,Entire home/apt,225,4500,125,2,1125
BOSTON ROOM/FREE TRANSIT/BY SUBWAY,2,7,1,41999943,Sara,2219,within an hour,100,0,Apartment,Private room,50,95,30,1,1125
Luxury condo in the heart of JP,2,10,1,11722054,Nina,2788,within a day,75,0,Condominium,Entire home/apt,225,500,75,2,29
The Roost- The Elephant Room,119,10,2,6391436,Robin And Victoria,3047,within an hour,100,0,House,Private room,85,150,30,3,30
"Sunny, Spacious and Affordable ",7,7,3,228845,Jeremy,4026,within a few hours,100,0,Apartment,Entire home/apt,525,500,130,3,365
A private room at Sunnyside,94,10,2,13372537,Molly,2736,within an hour,100,0,House,Private room,75,100,20,1,90
"Adorable, Cozy Space in JP!",23,9,3,19280995,Kaitlin,2603,within a few hours,73,0,House,Private room,49,200,50,1,40
"Bed, Bath & Beyond IV in JP",11,10,3,14303759,Susan,2711,within a few hours,100,0,Apartment,Private room,60,200,10,1,1125
Private Room w/Porch. A JP experien,14,8,2,11487565,Josefa,2796,within an hour,100,0,Apartment,Private room,85,100,60,2,1125
Amazing Design & Detail Throughout!,15,9,3,228845,Jeremy,4026,within a few hours,100,0,Apartment,Entire home/apt,725,500,130,3,365
Stony Brook T Stop JP Studio,67,9,2,5115759,Mary Kate & Javier,3133,within a few hours,100,0,Apartment,Entire home/apt,125,400,50,6,1125
Entire loft in Boston,17,9,2,2238969,Kenji,3429,within a few hours,100,0,Loft,Entire home/apt,220,600,60,3,60
Charming private bedroom with bath,1,10,3,70552156,Shahid,1960,within a few hours,100,0,Apartment,Private room,45,500,75,20,30
2 Private Rooms Near T,13,8,2,7673571,Alexandra,2977,within a few hours,100,0,Condominium,Private room,160,300,25,3,30
Room Near Downtown and Trains 市区单房,4,9,2,24950258,Angie,2465,within a day,100,0,House,Private room,45,200,6,3,1125
Boston Classic Brownstone Condo/private room,9,10,3,66654235,Zoe,1985,within an hour,100,0,Condominium,Private room,80,100,10,1,1125
"Convenient Private Room-Downtown Boston, Longwood",1,6,1,86931675,Maren,1874,within an hour,100,0,Apartment,Private room,71,300,50,1,1125
Cozy Private Room Near Transit,72,8,2,7673571,Alexandra,2977,within a few hours,100,0,Apartment,Private room,70,150,25,2,1125
Duplex Penthouse in Longwood Area,9,9,3,26988,Anne,4439,within a few hours,100,0,Apartment,Entire home/apt,115,1000,200,5,90
Private Rm near T Separate Bunkbeds,73,8,2,7673571,Alexandra,2977,within a few hours,100,0,Apartment,Private room,75,100,25,2,1125
Private Bedroom with Sunny Balcony,2,8,3,9818757,Amanda,2873,within a day,100,0,Apartment,Private room,100,100,50,5,90
One Block from the Orange Line!,73,9,3,5160525,Steven,3130,within an hour,100,0,Apartment,Entire home/apt,170,301,30,1,21
The Treehouse,10,9,3,31744945,Nathan,2339,within a day,100,0,Loft,Entire home/apt,140,100,30,4,1125
"Sunny Boston 1BR-Harvard Public Health, NEU",9,10,3,66654235,Zoe,1985,within an hour,100,0,Condominium,Private room,80,100,15,1,14
"Great Fenway Studio, Be Our Guest! ",101,8,3,5618949,Alan,3097,within an hour,100,0,Apartment,Entire home/apt,149,100,40,1,1125
"Luxury 2 BR, Private Entrance Townhouse 2",1,10,3,72882793,Liesl &,1946,within an hour,100,0,Guesthouse,Entire home/apt,289,500,100,3,1125
Lovely Back BayTownhouse in Boston 38M,9,9,3,2355815,Francine,3414,within an hour,100,0,House,Entire home/apt,500,1000,250,2,1125
In the Heart of Boston! Also,32,9,2,21851356,Gustavo,2546,within an hour,100,0,Bed & Breakfast,Private room,99,200,49,2,1125
Spectacular Boston Townhouse 36M,3,7,3,2355815,Francine,3414,within an hour,100,0,House,Entire home/apt,500,1000,250,2,1125
"2 BR Luxury Condo, Downtown Boston",30,9,2,21021264,Judy,2567,within a few hours,100,0,Condominium,Entire home/apt,390,2500,95,1,1125
New Downtown 2Bedrooms,33,8,3,3011415,Stanley And Sue,3344,within an hour,100,0,Apartment,Entire home/apt,295,300,60,3,90
Chic 2BR Near Boston Common,3,9,3,12243051,Flatbook,2771,within a few hours,71,0,Loft,Entire home/apt,259,400,95,3,1125
New 1 BD Downtown ( B ),36,9,3,3011415,Stanley And Sue,3344,within an hour,100,0,Apartment,Entire home/apt,185,200,60,3,1125
Roomy 2BR close to Boston Common,1,10,3,12243051,Flatbook,2771,within a few hours,71,0,Loft,Entire home/apt,269,400,95,3,1125
Downtown Back Bay Studio W/Parking,58,9,3,5618949,Alan,3097,within an hour,100,0,Apartment,Entire home/apt,109,100,40,1,1125
2BR Downtown Boston,30,8,3,3011415,Stanley And Sue,3344,within an hour,100,0,Apartment,Entire home/apt,295,300,60,3,1125
4BR & 2BA Downtown: Combine 2 units,8,10,3,3011415,Stanley And Sue,3344,within an hour,100,0,Apartment,Entire home/apt,375,400,120,4,1125
Convenient 2bd Downtown Apt,55,9,2,22591136,Hasan Oguz,2528,within an hour,98,0,Apartment,Entire home/apt,296,100,69,1,1125
"Room+Pvt Bathroom, Heart of Boston",80,10,3,14007443,Sarah,2719,within an hour,100,0,Apartment,Private room,159,200,20,1,31
Cozy Chinatown/South End Studio,20,9,2,15192564,Christina,2690,within a few hours,92,0,Apartment,Entire home/apt,125,400,10,2,1125
Spacious Room - Chinatown Apartment,5,10,3,20436793,Diana,2581,within a day,100,0,Apartment,Private room,100,300,30,1,1125
Downtown / Back Bay 1 Bed W/Parking,40,9,3,5618949,Alan,3097,within an hour,100,0,Apartment,Entire home/apt,149,100,40,2,1125
New 1 BD Downtown ( 1 ),33,9,3,3011415,Stanley And Sue,3344,within an hour,100,0,Apartment,Entire home/apt,250,300,60,3,1125
Spacious Downtown Apt + Courtyard,3,10,3,14007443,Sarah,2719,within an hour,100,0,Apartment,Entire home/apt,179,300,20,1,1125
2BR Lux Apt in Downtown,5,10,3,57677138,Sarra,2049,within a few hours,100,0,Apartment,Entire home/apt,319,1000,100,4,90
North End 2 BR | 1 BA Duplex in Little Italy,7,9,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,320,450,100,3,30
Stunning Luxury North End Loft!,140,9,3,10850877,Franklin,2820,within an hour,100,0,Apartment,Entire home/apt,125,250,80,1,1125
"""La Gemma"" - a gem in the North End",57,10,1,18601802,Gina,2614,within a few hours,100,0,Apartment,Entire home/apt,285,1000,80,2,1125
"2BR/2ba Large North End, perfect location!",8,10,2,2042123,Sue,3456,within an hour,80,0,Apartment,Entire home/apt,400,200,155,1,1125
North End Gem,2,8,3,66497629,Daniele,1986,within an hour,100,0,Apartment,Entire home/apt,350,500,75,2,29
Cozy North End Studio - Perfect location!,1,10,2,69106634,Andrea,1969,within a day,100,0,Apartment,Entire home/apt,210,150,40,3,6
Artist 1BR Loft in North End,36,9,2,1723274,James,3508,within an hour,100,0,Apartment,Entire home/apt,159,500,75,1,1125
Private Queen room and Loft with 2 single beds,19,10,2,46702413,Beth,2162,within a few hours,100,0,House,Private room,120,150,25,3,14
Heart of Historic North End,3,7,2,651876,Paulina,3760,within an hour,100,0,Apartment,Entire home/apt,149,500,50,2,1125
Spacious & private in the heart of the north end,4,9,1,65646888,Jeff,1992,within an hour,100,0,Apartment,Entire home/apt,115,100,25,1,1125
"Beth's Place, feel at home.",41,10,2,46702413,Beth,2162,within a few hours,100,0,House,Private room,110,100,25,2,7
New renovation on the Freedom Trail,22,9,2,71536024,Bill,1954,within an hour,100,0,Apartment,Entire home/apt,310,100,80,1,1125
Designer 1BR North End Modern Cove,135,10,2,1723274,James,3508,within an hour,100,0,Apartment,Entire home/apt,159,500,75,1,100
Cozy Nautical North End Apt,4,10,1,79163790,Colleen,1913,within a day,90,0,Apartment,Entire home/apt,120,250,50,3,7
"Best Boston location, 2BR (M#1)",51,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,129,300,95,1,365
Lodging at Boston Harbor (2 BR),3,6,2,49726270,Judith,2124,within an hour,80,0,Apartment,Entire home/apt,160,300,75,20,365
Spacious cozy Little Italy,7,10,3,5695034,Elizabeth,3092,within a day,100,0,Apartment,Private room,145,300,25,2,1125
Quiet 1BR in the heart of the North End,5,10,2,1231885,Emily,3638,within an hour,100,0,Apartment,Entire home/apt,131,200,25,1,20
Upscale Faneuil Hall / N. End Oasis,84,9,3,42431392,Frank,2215,within an hour,100,0,Condominium,Entire home/apt,150,500,80,1,1125
Authentic NORTH END 3br! Lil Italy!,15,9,3,21184200,Paige,2563,within an hour,99,0,Apartment,Entire home/apt,200,99,60,1,1125
Boston Huge 1BR Best location (h2b),43,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,109,300,85,1,365
2 bedroom condo in Downtown Boston,42,9,2,2006852,Jay,3462,within an hour,100,0,Apartment,Entire home/apt,180,150,80,4,33
Cozy and Quiet North End Duplex 1 Bedroom,1,10,3,35742537,Tanya,2286,within an hour,100,0,Apartment,Entire home/apt,250,150,100,4,1125
Private room off the Freedom Trail.,160,9,3,1144302,Howard,3658,within an hour,100,0,House,Private room,69,300,60,3,1825
GORGEOUS WATER FRT NORTH END STUDIO,190,9,1,4737456,Paolo,3164,within a few hours,100,0,Apartment,Entire home/apt,125,200,50,2,30
Immaculate in the North End,75,9,2,31804748,Dave,2338,within an hour,100,0,Apartment,Entire home/apt,380,100,80,2,1125
Historic North End Modern 2 Bed,72,10,3,45037374,Stephen,2184,within an hour,100,0,Apartment,Entire home/apt,220,250,75,2,1125
Boston/gym/family friendly,5,10,3,29859334,Joy,2369,within a day,70,0,Apartment,Entire home/apt,180,250,80,3,30
Beautiful North End 1BR Apartment,8,10,3,5717433,Camille,3090,within an hour,100,0,Apartment,Entire home/apt,140,500,50,1,1125
North End - Little Italy,80,9,3,9247845,Panagioti & Suzy,2903,within an hour,100,0,Apartment,Entire home/apt,200,100,50,1,1125
Spacious North End 1 BR | 1BA,67,10,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,199,450,80,3,45
"New, bright, clean,  2 bedroom, amazing location!!",11,9,3,3137257,Furnished Rentals,3332,within a few hours,97,0,Condominium,Entire home/apt,225,500,140,3,1125
Large 2 BR | 1BA in the North End,48,10,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,325,450,100,2,60
Historic Boston North End Condo,73,10,3,11132080,Cindy & Mark,2808,within an hour,100,0,Apartment,Entire home/apt,175,200,95,4,1125
Boston  Best One Bdrm duplex (h2c),49,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,99,300,85,1,1125
North End Get Away!,22,9,2,23631661,Brie,2501,within a few hours,100,0,Apartment,Entire home/apt,165,95,25,3,1125
Boston  Little Italy 2 Bdrms  (H2d),68,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,179,300,95,1,1125
"Historic 1 BDRM, 20 Steps From Old North Church",19,9,2,57064175,Sonia,2054,within an hour,100,0,Apartment,Entire home/apt,152,150,125,3,1125
North End Gem!,36,9,3,66497629,Daniele,1986,within an hour,100,0,Townhouse,Private room,175,350,50,1,30
"Best Boston location, 2BR (M #3)",47,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,139,300,95,1,365
Luxury 2brm/2bath apt in North End,64,9,3,2006852,Jay,3462,within an hour,100,0,Apartment,Entire home/apt,255,300,85,1,1125
"Best Boston location, 2BR (M #2)",45,8,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,119,300,90,1,365
AIR LUXE: APARTMENT @ CORNER OF LUXURY & HISTORY,18,10,3,43384196,Alexa,2204,within a day,100,0,Apartment,Entire home/apt,275,250,100,2,1125
"Best Boston location, 2BR (M #4)",27,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,139,300,90,1,365
Boston Best furnished Studio (H2a),73,9,3,5578043,Dror,3100,within an hour,100,0,Apartment,Entire home/apt,99,300,75,1,365
Little Italy spacious apartment,41,9,3,5695034,Elizabeth,3092,within a day,100,0,Apartment,Entire home/apt,135,275,25,2,25
North End Apt. w/ a view!,20,10,1,36670279,Susan,2276,within an hour,100,0,Apartment,Entire home/apt,200,500,50,2,1125
North End flat just off Hanover Street,9,10,1,1386951,Todd,3600,within a few hours,100,0,Apartment,Entire home/apt,200,150,75,2,90
North End 1 BR Gem in Little Italy,30,10,3,9410008,Jason,2895,within an hour,100,0,Apartment,Entire home/apt,195,375,80,2,45
North End - Salem St - Harbor,1,8,3,10250257,Caroline,2852,within a few hours,100,0,Apartment,Entire home/apt,235,250,75,3,1125
Downtown Boston | Modern 1 Bedroom | The North End,2,9,3,1118374,Matthew,3663,within an hour,100,0,Apartment,Entire home/apt,195,199,35,1,365
"Sweet Spot, Fort hill",2,8,3,31035017,Jason,2350,within an hour,100,0,Apartment,Entire home/apt,145,100,8,1,1125
Spacious 3BR in South End,2,8,3,12243051,Flatbook,2771,within a few hours,71,0,Apartment,Entire home/apt,209,400,95,3,1125
Spacious private bedroom in house,2,10,3,1037913,Derek,3670,within an hour,100,0,House,Private room,90,100,25,4,180
Lovely South End 1 bedroom,27,9,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,167,500,100,2,1125
High End South End Loft/Silver Line,1,10,3,10778805,Paul,2824,within a few hours,100,0,Condominium,Private room,75,200,100,30,120
"Beautiful 2 Bedroom Apt, South End",52,8,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,265,500,125,2,1125
Modern Studio Apartment - South End,55,8,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,150,500,100,2,1125
Newly Renovated 2 Bed in South End,49,9,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,275,500,125,2,1125
Convenient 1 bedroom on Tremont St,54,8,3,1444340,Will,3582,within a day,98,0,Apartment,Entire home/apt,167,500,100,2,1125
lovely sunny room in Boston,18,8,2,212445,Emma,4040,within an hour,100,0,Apartment,Private room,65,300,50,1,1125
Brownstone Cozy Private Studio,163,9,2,11228809,Jonathan,2804,within a few hours,100,0,Apartment,Entire home/apt,135,350,25,2,1125
Large Sunny room in Boston,9,9,2,212445,Emma,4040,within an hour,100,0,Apartment,Private room,65,300,50,3,180
Modern living in a conveniently located brownstone,4,10,2,5654336,Bill,3095,within an hour,100,0,Apartment,Entire home/apt,125,300,50,2,1125
"Small Rm, Renovated House, EZ to Downtown/Longwood",1,10,3,18517776,Huggy,2614,within a day,93,0,Apartment,Private room,33,300,50,30,1125
Private room in Boston,3,8,1,76032537,Chuyang,1929,within a few hours,100,0,Apartment,Private room,52,100,10,1,1125
